selection,selected_score,tweet_id,source_row_id,role,disaster_type,information_type,prediction_text,target_text,reward,relevance,factuality,role_coverage,urgency,roles_scored,unsupported_terms,urgency_source_terms,urgency_candidate_terms
highest_role_coverage,1.0,3828,1575,Police,Earthquake,Caution and advice,Police should assess evacuation needs and coordinate with DCC for public safety following the earthquake.,Police should monitor coastal areas for potential evacuation needs and assess public safety after the Costa Rica quake.,0.8569392845034599,0.8412550985813141,0.65,1.0,1.0,Police,"coordinate, needs, public, safety, should",evacuation,evacuation
highest_role_coverage,1.0,1136,9297,Firefighter,Wildfire,Caution and advice,Firefighters should assess fire conditions and prepare for evacuations due to the wildfire in Sydney.,Firefighters should evaluate containment strategies due to severe wildfire conditions and potential evacuations in Katoomba.,0.660910701751709,0.8526020050048828,0.65,1.0,0.0,Firefighter,"due, evacuations, firefighters, should","emergency, evacuate",evacuations
lowest_urgency,0.0,2969,7930,Police,Floods,Donations and volunteering,Police should assess crowd control needs and coordinate with DCC for public safety following the floods.,"Coordinate evacuation efforts for 125 people, ensuring safety and resource support through DCC.",0.4066811390898444,0.8112967610359192,0.49090909090909085,0.0,0.0,Police,"control, coordinate, crowd, following, needs, public, safety, should",evacuate,
lowest_urgency,0.0,1667,14552,Police,Crash,Affected individuals,Police should assess crowd control needs and coordinate response efforts following the helicopter crash in Glasgow.,Police should ensure scene security and coordinate with DCC following the confirmed fatal helicopter crash in Glasgow.,0.4969875653584798,0.7532978057861328,0.5333333333333333,0.5,0.0,Police,"control, coordinate, crowd, efforts, following, needs, response, should",dead,crash
lowest_urgency,0.0,3645,27125,EMS,Explosion,Affected individuals,EMS should assess potential medical needs and coordinate with MMU for potential injuries following the fertilizer plant explosion.,EMS should assess urgent medical needs for over 200 injuries reported after the explosion and coordinate patient transport.,0.6377936567251499,0.8442456126213074,0.5692307692307692,1.0,0.0,EMS,"coordinate, following, injuries, medical, needs, potential, should","injured, dead",injuries
lowest_urgency,0.0,2103,11875,EMS,Fire,Affected individuals,"EMS should assess casualties and coordinate response efforts following the nightclub fire in SAO PAULO, Brazil.",EMS should prioritize medical response and assess casualties from the reported nightclub fire with at least 90 fatalities.,0.6690133780241012,0.8757525086402893,0.65,1.0,0.0,EMS,"casualties, coordinate, efforts, following, response, should",killed,casualties
lowest_urgency,0.0,1672,15204,EMS,Shootings,Affected individuals,EMS should assess medical needs and coordinate with MMU for reported injuries following the airport shooting.,Injuries reported at LAX shooting; EMS should prioritize triage and transport of affected individuals.,0.652998025579886,0.852721631526947,0.6181818181818182,1.0,0.0,EMS,"coordinate, following, injuries, medical, needs, should","injured, shooting",injuries
lowest_urgency,0.0,2966,8875,Police/EMS,Wildfire,Caution and advice,"Police should assess crowd control needs, while EMS prepares for possible evacuations in Picton.","Police should monitor the evacuation center for safety, while EMS prepares for medical needs there.",0.6050773644447327,0.7930781841278076,0.51,1.0,0.0,Police/EMS,"control, crowd, evacuations, needs, possible, prepares, should",evacuation,evacuations
lowest_urgency,0.0,193,23443,Police,Collapse,Affected individuals,Police should assess crowd control needs and coordinate with DCC for reported casualties related to the garment collapse.,Police should assess crowd control needs and potential criminal activity following the reported factory collapse with over 800 fatalities.,0.5182593305905661,0.8140742778778076,0.5333333333333333,0.5,0.0,Police,"casualties, control, coordinate, crowd, needs, related, reported, should",collapse,casualties
lowest_urgency,0.0,3284,20306,EMS,Meteorite,Affected individuals,Meteorite reported over 250 people in central Russia - official secondary annotations.,Assess reported injuries from the meteor shower and prepare for potential medical response and patient transport.,0.4900115826725959,0.7857473790645599,0.86,0.0,0.0,EMS,"people, reported",injured,
lowest_urgency,0.0,1136,9297,Firefighter,Wildfire,Caution and advice,Firefighters should assess fire conditions and prepare for evacuations due to the wildfire in Sydney.,Firefighters should evaluate containment strategies due to severe wildfire conditions and potential evacuations in Katoomba.,0.660910701751709,0.8526020050048828,0.65,1.0,0.0,Firefighter,"due, evacuations, firefighters, should","emergency, evacuate",evacuations
lowest_urgency,0.0,3853,16068,Firefighter,Derailment,Other Useful Information,Firefighters should assess potential threats from the train derailment and assess crowd control needs.,"Evaluate explosion effects from the train derailment, focusing on fire risks and structural safety.",0.48588065736823605,0.7771193385124207,0.4555555555555555,0.5,0.0,Firefighter,"control, crowd, firefighters, needs, potential, should, threats",explosion,threats
highest_urgency,1.0,3334,23392,Police,Collapse,Affected individuals,Police should assess crowd control needs and coordinate with DCC for reported casualties from the garment building collapse in Bangladesh.,"Police should evaluate crowd control and security measures at the site of the garment factory collapse, where the death toll exceeds 700.",0.7559154007297296,0.8575604856014252,0.6230769230769231,0.5,1.0,Police,"casualties, control, coordinate, crowd, needs, reported, should",collapse,"casualties, collapse"
highest_urgency,1.0,2773,14018,Police,Crash,Other Useful Information,Police should assess crowd control needs and ensure scene security following the helicopter crash at Clutha Vaults bar in Glasgow.,Police should assess crowd control needs and gather witness information about the helicopter crash at Clutha Vaults bar.,0.7466474365194639,0.7951831519603729,0.6733333333333333,0.5,1.0,Police,"control, crowd, ensure, following, needs, security, should",crash,crash
highest_urgency,1.0,3676,23797,Police,Collapse,Affected individuals,Police should assess crowd control needs and coordinate response efforts following the building collapse in Bangladesh.,Police should assess crowd control needs and potential criminal activity following the reported building collapse with significant casualties.,0.7162011956175168,0.8081938922405243,0.5333333333333333,0.5,1.0,Police,"control, coordinate, crowd, efforts, following, needs, response, should",collapse,collapse
highest_urgency,1.0,3117,27062,Police,Explosion,Infrastructure and utilities,Police should assess potential public safety threats and ensure scene security following the explosion near a fertilizer plant.,Police should assess threats and coordinate response efforts after the explosion at the fertilizer plant north of Waco.,0.6943058758974076,0.7694453597068787,0.5,0.5,1.0,Police,"ensure, following, near, potential, public, safety, scene, security, should, threats",explosion,"threats, explosion"
highest_urgency,1.0,3723,24385,Firefighter,Haze,Caution and advice,Firefighters should assess hazardous material exposure and assess potential hazards from the Haze.,Firefighters should assess potential hazardous material exposure and monitor air quality conditions related to haze.,0.808642441034317,0.8282641172409058,0.475,1.0,1.0,Firefighter,"exposure, firefighters, hazards, material, potential, should",hazardous,hazardous
highest_urgency,1.0,3828,1575,Police,Earthquake,Caution and advice,Police should assess evacuation needs and coordinate with DCC for public safety following the earthquake.,Police should monitor coastal areas for potential evacuation needs and assess public safety after the Costa Rica quake.,0.8569392845034599,0.8412550985813141,0.65,1.0,1.0,Police,"coordinate, needs, public, safety, should",evacuation,evacuation
highest_urgency,1.0,1108,27501,Police,Explosion,Sympathy and support,Police should assess crowd control needs and ensure scene security following the reported explosion in Texas.,Police should assess potential threats and ensure scene security following the reported explosion in Texas.,0.6672150388360023,0.7099001109600067,0.475,0.5,1.0,Police,"control, crowd, ensure, following, needs, reported, scene, security, should",explosion,explosion
highest_urgency,1.0,2738,27243,EMS,Explosion,Affected individuals,"EMS should assess potential medical needs and coordinate response efforts following the explosion in West, TX.","Assess casualties and prioritize medical response for reported victims from the explosion in West, TX.",0.7260044180534102,0.8665061295032501,0.49090909090909085,0.5,1.0,EMS,"coordinate, efforts, following, medical, needs, potential, response, should",explosion,explosion
highest_urgency,1.0,2545,463,Firefighter,Wildfire,Caution and advice,Firefighters should evaluate evacuation areas for the Woodland Park area following the wildfire spread.,Firefighters should evaluate fire spread risks in the expanded pre-evacuation area and prepare for containment efforts.,0.7441945864395662,0.8275689482688904,0.6181818181818182,0.5,1.0,Firefighter,"areas, evaluate, firefighters, following, should, spread",evacuation,evacuation
highest_urgency,1.0,2391,23555,Police,Collapse,Affected individuals,Police should assess casualties and coordinate response efforts following the factory collapse in Bangladesh.,Police should assess crowd control needs and potential criminal activity following the reported factory collapse with a high death toll.,0.7358809691667556,0.8310884833335876,0.58,0.5,1.0,Police,"casualties, coordinate, efforts, following, response, should",collapse,"casualties, collapse"
